"atributo","nome","valor","protocolo","servico","tipo","campoRelacionado"
"tipoDeTecnologia","Tipo de Tecnologia","Licença de Software","2021.2-77.754","Aquisição Item Tecnologia","STRING","null"
"name","Nome","Livia","2021.2-77.754","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","Xavier","2021.2-77.754","Aquisição Item Tecnologia","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.2-77.754","Aquisição Item Tecnologia","ID","null"
"zipcode","CEP","01141-000","2021.2-77.754","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.754","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","PowerBI","2021.2-77.754","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","5","2021.2-77.754","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"number","Número","1","2021.2-77.754","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Licença de Software","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"name","Nome","Livia","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","Xavier","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.2-77.753","Aquisição Item Tecnologia","ID","null"
"zipcode","CEP","01141-000","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.753","Aquisição Item Tecnologia","ID","null"
"quantidade","Quantidade","100","2021.2-77.753","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"number","Número","1","2021.2-77.753","Aquisição Item Tecnologia","STRING","null"
"descricaoDoItem","Descrição do Item","PowerBI","2021.2-77.753","Aquisição Item Tecnologia","STRING","quantidade"
"street","Logradouro","Av. São João","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","República","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Equipamento de Rede","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"name","Nome","cristhiane","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","machado","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.752","Aquisição Item Tecnologia","ID","null"
"phone","Telefone","11 11111-1111","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"email","email","crismachado88@hotmail.com","2021.2-77.752","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","teste","2021.2-77.752","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","5","2021.2-77.752","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","5000","2021.2-77.752","Aquisição Item Tecnologia","DOUBLE","null"
"zipcode","CEP","01036-100","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"number","Número","84","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"complement","Complemento","","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"observacoes","Observações","","2021.2-77.752","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","-","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Campos Elíseos","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Equipamento de Rede","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"name","Nome","cristhiane","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","machado","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.751","Aquisição Item Tecnologia","ID","null"
"phone","Telefone","11 11111-1111","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"email","email","crismachado88@hotmail.com","2021.2-77.751","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","teste","2021.2-77.751","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","3","2021.2-77.751","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","30000","2021.2-77.751","Aquisição Item Tecnologia","DOUBLE","null"
"zipcode","CEP","01203-001","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"number","Número","12","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"complement","Complemento","","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"observacoes","Observações","","2021.2-77.751","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Notebook","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"name","Nome","Livia","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","Xavier","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.2-77.750","Aquisição Item Tecnologia","ID","null"
"zipcode","CEP","01141-000","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.750","Aquisição Item Tecnologia","ID","null"
"quantidade","Quantidade","1","2021.2-77.750","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","12345","2021.2-77.750","Aquisição Item Tecnologia","DOUBLE","null"
"number","Número","123","2021.2-77.750","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Notebook","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"name","Nome","Livia","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","Xavier","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.2-77.749","Aquisição Item Tecnologia","ID","null"
"zipcode","CEP","01141-000","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.749","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","Dell","2021.2-77.749","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","1","2021.2-77.749","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","2000","2021.2-77.749","Aquisição Item Tecnologia","DOUBLE","null"
"number","Número","1","2021.2-77.749","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Notebook","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"name","Nome","cristhiane","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","machado","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.748","Aquisição Item Tecnologia","ID","null"
"phone","Telefone","11 11111-1111","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"email","email","crismachado88@hotmail.com","2021.2-77.748","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","teste","2021.2-77.748","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","20","2021.2-77.748","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","20000","2021.2-77.748","Aquisição Item Tecnologia","DOUBLE","null"
"zipcode","CEP","02030-001","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"number","Número","802","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"complement","Complemento","","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"observacoes","Observações","false","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","R. Conselheiro Nébias","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Campos Elíseos","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.748","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","Rua Dr. Rubens Meireles","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Várzea da Barra Funda","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Licença de Software","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"name","Nome","Livia","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","Xavier","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"email","email","livia.xavier@alpar.com.br","2021.2-77.747","Aquisição Item Tecnologia","ID","null"
"zipcode","CEP","01141-000","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","111.111.111-11","2021.2-77.747","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","PowerBI","2021.2-77.747","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","100","2021.2-77.747","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","990,90","2021.2-77.747","Aquisição Item Tecnologia","DOUBLE","null"
"number","Número","123","2021.2-77.747","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","R. Conselheiro Nébias","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Campos Elíseos","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Equipamento de Rede","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"name","Nome","alberto","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","carlos","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","741.554.581-87","2021.2-77.746","Aquisição Item Tecnologia","ID","null"
"phone","Telefone","11 99999-9999","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"email","email","crismachado88@hotmail.com","2021.2-77.746","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","teste","2021.2-77.746","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","4","2021.2-77.746","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","455","2021.2-77.746","Aquisição Item Tecnologia","DOUBLE","null"
"zipcode","CEP","01030-222","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"number","Número","70","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"complement","Complemento","","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"observacoes","Observações","","2021.2-77.746","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","R. Conselheiro Nébias","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Santa Ifigênia","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Notebook","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"name","Nome","ana","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","cara","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","741.554.581-87","2021.2-77.745","Aquisição Item Tecnologia","ID","null"
"phone","Telefone","11 11111-1111","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"email","email","crismachado88@hotmail.com","2021.2-77.745","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","teste","2021.2-77.745","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","56","2021.2-77.745","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","56000","2021.2-77.745","Aquisição Item Tecnologia","DOUBLE","null"
"zipcode","CEP","01203-001","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"number","Número","59","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"complement","Complemento","","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"observacoes","Observações","","2021.2-77.745","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","R. Conselheiro Nébias","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Santa Ifigênia","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"name","Nome","Ana","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"lastname","Sobrenome","carla","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"cpf","Cpf","741.554.581-87","2021.2-77.744","Aquisição Item Tecnologia","ID","null"
"phone","Telefone","11 00000-0000","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"email","email","crismachado88@hotmail.com","2021.2-77.744","Aquisição Item Tecnologia","ID","null"
"descricaoDoItem","Descrição do Item","teste","2021.2-77.744","Aquisição Item Tecnologia","STRING","quantidade"
"quantidade","Quantidade","3","2021.2-77.744","Aquisição Item Tecnologia","INTEGER","descricaoDoItem"
"valorTotalEstimadoEmReais","Valor total estimado em Reais","300000","2021.2-77.744","Aquisição Item Tecnologia","DOUBLE","null"
"zipcode","CEP","01203-001","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Licença de Software","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"number","Número","12","2021.2-77.744","Aquisição Item Tecnologia","STRING","null"
"street","Logradouro","R. João Guimarães Rosa","2021.2-77.743","Aquisição Item Tecnologia","STRING","null"
"neighborhood","Bairro","Consolação","2021.2-77.743","Aquisição Item Tecnologia","STRING","null"
"city","Cidade","São Paulo","2021.2-77.743","Aquisição Item Tecnologia","STRING","null"
"state","Estado","SP","2021.2-77.743","Aquisição Item Tecnologia","STRING","null"
"tipoDeTecnologia","Tipo de Tecnologia","Notebook","2021.2-77.743","Aquisição Item Tecnologia","STRING","null"
"name","Nome","cristhiane","2021.2-77.743","Aquisição Item Tecnologia","STRING","null"
